pl_rade,pl_eqt,pl_orbper,st_teff,st_rad,st_logg,tfopwg_disp
9.59771,1849.0,1.5252473,5698.0,2.44,3.67,PC
13.6873,1966.0,3.2517862,5824.0,0.92,4.53,FP
,1779.0,0.7327757,5195.1,,,PC
17.061,1585.0,3.0131053,6838.0,1.4,4.32,PC
14.5866828,1655.3754994,3.5008785,5759.0,1.8056901,4.3,PC
9.82528,1941.0,1.1703152,6328.0,1.23,4.36,PC
3.2806,1925.0,1.0268508,4938.0,0.85,4.49,PC
14.6498,1214.0,4.2337624,6387.0,1.86,4.0,PC
8.06637,603.0,6.0597,5036.0,0.82,4.54,PC
18.7018,1817.0,2.9757428,6025.0,2.18,3.81,PC
9.33426,958.0,,5216.0,0.98,4.43,PC
2.93951,1430.0,1.1771655,5313.0,0.8,4.59,PC
10.0438,1087.0,12.1525595,6029.0,1.28,4.27,PC
9.82252,1798.0,1.7201092,5878.0,1.13,4.36,FP
14.9916,1632.0,1.6242109,5705.0,1.06,4.39,PC
,1212.0,2.4330551,5512.0,,,PC
10.0728,836.0,11.3929129,5217.0,1.14,4.28,PC
3.1454612,567.2769582,19.9706574,4985.0,0.899081,4.45,PC
2.9241556,581.4569608,16.5272651,5030.0,0.821739,4.53132,PC
2.7207078,231.3609161,722.2619756,5857.0,1.22059,4.26578,PC
3.55715,1680.0,6.6019866,6758.0,1.45,4.28,PC
4.4714848,477.6516387,194.2432864,7923.0,1.5184,4.35405,PC
4.53003,1260.0,20.9040576,5708.0,1.0,4.44413,PC
5.76837,1542.0,10.9776867,5708.0,1.0,4.44413,PC
3.2870868,464.0100077,19.5620458,4246.8,0.758892,4.5,KP
2.22799,653.0,9.7607632,5558.0,0.8,4.62634,PC
10.7107,1082.0,2.7535993,5032.08,0.86,4.49678,KP
12.2663968,650.4312952,15.2664658,5420.82,0.874078,4.52994,CP
11.4694856,940.6014835,3.7224626,4926.0,0.82064,4.51771,KP
1.68645,1183.0,1.2089755,4199.0,0.63,4.65321,KP
14.2632,1430.0,3.408833,6134.0,1.11,4.41,KP
,1009.241068,5.8903558,5780.0,,4.438,PC
10.2196833,938.3708227,4.7633952,5258.0,0.87551,4.51,KP
,,3.2047072,5342.0,,,KP
12.0054949,1043.0891762,3.0717182,5082.0,0.848394,4.5108,KP
6.9527391,1086.4738962,0.3643225,3473.0,0.347331,4.87657,FP
12.4543,1388.0,2.7186256,6427.0,1.03,4.52834,KP
1.67736,1576.0,0.9260632,5640.0,1.11,4.35,CP
15.2282,774.0,8.0823172,5351.5,0.98,,PC
11.5464,2165.0,2.0804611,6434.0,1.6,4.14,PC
15.7774,1631.0,5.7627112,6589.0,1.48,4.24,PC
9.98401,1117.0,9.6578504,5557.0,2.09,3.79,CP
14.75,1930.0,3.0629874,7691.0,2.05,4.11671,PC
,1441.0,7.7223185,8539.7,,,PC
9.94411,2044.0,3.7863767,6892.9,2.16,3.95,PC
3.61577,1394.0,4.3591525,5866.0,1.2,4.3,PC
14.2889,1735.0,5.8679992,7054.0,2.16,3.96,PC
10.4975,1528.0,1.6025971,5164.0,0.95,4.43,PC
,799.0,16.3734954,5809.3,,,PC
10.5088307,1196.3465579,1.9326573,4909.0,0.861743,4.47,PC
13.2415,1927.0,2.7319222,5473.0,2.08,3.79,PC
15.0763,1295.0,7.2644599,6617.0,1.64,4.15,PC
,2890.0,2.8636452,8675.5,,,PC
12.7921539,1076.5451049,2.9444273,5150.0,0.88727,4.55754,KP
15.8333,2165.0,1.9491813,6472.0,1.36,4.29,PC
12.6954,1173.0,6.0049484,6373.5,1.26,4.26,APC
13.0354,1304.0,2.8894603,5604.0,0.97,4.46,PC
9.94472,1223.0,4.2989288,5671.0,1.45,4.12,PC
9.85689,1154.0,4.7308142,5777.0,1.05,4.42,PC
12.65489,1033.7453536,2.9626402,5473.0,0.718635,4.60845,KP
2.7853042,822.4059608,7.1357259,5446.0,0.835627,4.57,PC
10.2354,1149.0,7.8808589,5914.8,1.41,4.17,PC
13.8867,1513.0,2.3238426,5983.9,1.38,4.2,PC
13.0806,1542.0,5.1191172,5926.0,1.7,4.01,PC
8.31799,807.0,4.1508803,4460.0,0.73,4.56,FP
,971.0,7.9927894,5530.9,,,PC
5.4111,1660.0,0.7583741,6209.0,1.56,4.13,PC
9.44788,2010.0,4.5029619,8103.0,1.77,4.24,PC
14.7348,1916.0,1.972401,6184.0,1.6,4.1,FP
10.2456091,455.3113573,31.4001189,4953.0,0.791713,4.55,PC
7.52118,,1.7560902,6249.0,1.29,4.28,FP
12.7473,861.0,4.6546139,5966.0,1.58,4.08,PC
5.76435,1391.0,1.5373948,5091.0,1.0,4.36,PC
4.58442,1740.0,0.7409429,5406.0,0.87,4.53,FP
,652.5693517,21.7894491,6118.5,,,FP
9.705386,523.4129662,17.356719,4697.0,0.760629,4.55,PC
2.31276,2511.0,0.58644,5997.7,1.0,,FP
9.05313,3231.0,0.8062768,7311.1,3.37,4.16,FP
2.62701,868.0,6.5445251,5686.0,0.98,4.46,PC
2.5255313,492.9832275,38.7619532,5653.0,0.876001,4.55306,PC
4.3063675,1319.7436969,8.6110844,6908.0,1.76524,4.12055,PC
2.44317,912.0,15.5718552,6352.33,1.31,4.30502,KP
2.2998049,696.5022874,31.7180208,6352.33,1.30883,4.30502,KP
5.5931205,555.1292025,183.0019106,6200.0,2.7539101,3.63371,PC
5.1223706,437.3016226,374.3644315,6200.0,2.7539101,3.63371,PC
1.3513606,362.1910146,2.7299049,2887.0,0.155498,5.15917,CP
1.3159881,614.7243418,32.696666,6079.16,1.09843,4.438,PC
0.5531037,1177.3025181,4.6545798,6079.16,1.09843,4.438,PC
2.45142,759.0,9.1512776,5015.0,0.79,4.47652,CP
2.5058764,405.3306898,87.22287,5220.0,0.829943,4.54936,PC
3.2809492,588.5612549,12.4610086,4891.0,0.726632,4.62,CP
1.4741529,1730.7192689,0.4900589,4891.0,0.726632,4.62,CP
13.3413,1232.0,2.4841975,6089.0,1.28,4.28,KP
2.7262374,547.9367777,2.2602655,3236.0,0.341024,4.88,KP
0.9086617,1247.0250186,0.3994445,3702.0,0.485948,4.75,CP
10.8574371,827.5576787,4.0249712,4492.0,0.770497,4.51578,FA
1.8721219,498.6247907,5.8795752,3611.0,0.492759,4.74,PC
18.4904,2151.0,2.70582,6441.6,2.1,3.91,KP
12.6675004,1095.6337284,3.6528112,5610.0,0.907682,4.51915,KP
13.221703,1206.886094,4.53347,5846.0,1.1971,4.31,KP
11.6459,1136.0,5.8176452,5633.4,1.22,4.27,KP
1.79105,1013.0,2.1747824,4542.0,0.71,4.58,KP
4.75272,912.0,2.849282,4279.0,0.74,4.53,KP
14.8366922,1078.6113787,4.0984741,5198.0,1.0639499,4.33,KP
18.2851,2509.0,4.0460644,6404.0,1.81,4.03,KP
3.7022837,1021.2631882,6.6629951,5975.0,1.07392,4.42,PC
3.60516,787.0,7.1385672,5144.5,0.77,4.6,KP
2.65245,1163.0,3.4715644,5144.5,0.77,4.6,KP
12.1616,1259.0,4.1591488,5576.0,1.11,4.34,KP
14.1453349,2012.9003882,1.7454828,6674.0,1.4871401,4.24,PC
4.55822,1020.0,8.6000244,5700.8,1.14,4.33,PC
15.4982,1826.0,2.4732088,6643.0,1.87,4.04,PC
10.0431,919.0,10.4137997,6079.0,1.2,4.33,PC
14.8585,1668.0,2.9588764,6041.0,1.13,4.38,PC
15.4202705,1358.6227154,3.8074213,5296.0,1.56375,4.01,PC
11.4707,639.0,10.7490194,5424.0,1.14,4.3,PC
19.091127,1576.1185868,2.921685,6332.0,1.37266,4.26074,FP
16.4932,1546.0,4.6942884,6400.0,2.03,3.93,PC
,,1.9055614,6071.0,,,PC
,2167.0,3.7244324,7759.0,,,APC
19.5004,1059.0,6.7519508,8297.0,1.69,4.29,APC
8.84831,1200.0,3.3583921,5177.0,0.91,4.46,PC
11.4436,1050.0,6.4311106,6741.0,1.45,4.27,PC
10.8479,1706.0,5.6984189,7528.0,1.74,4.2,PC
13.0482,1383.0,3.5037708,6107.0,1.42,4.19,PC
14.0261,1134.0,4.3930669,6328.0,1.32,4.3,PC
11.2467,812.0,7.5002702,5644.0,1.14,4.32,PC
14.2306,1125.0,4.567925,5675.0,1.04,4.41,PC
9.11036,1372.0,5.0518907,6328.9,1.55,4.15,PC
7.15781,1113.0,2.4076941,5702.0,0.98,4.46,PC
,983.0,2.8668029,4871.9,,,PC
13.0071,1169.0,2.0381761,4928.0,0.82,4.52,PC
1.9602373,325.2663942,13.1757294,3349.0,0.388609,4.94138,CP
1.2731554,409.2506857,6.614911,3349.0,0.388609,4.94138,CP
,427.0,23.1315739,4952.3,,,PC
,904.0,7.2087245,5144.9,,,FA
13.1026,730.0,6.7473822,5332.0,1.06,4.35,PC
15.8543427,1337.9878723,1.6323062,5099.9,0.912575,4.45,APC
9.5364228,1465.018804,3.8823511,5622.4,1.68668,3.98,PC
9.85407,1291.0,3.5908038,5657.0,1.18,4.3,PC
11.5271,823.0,6.7201811,4914.0,0.85,4.49,PC
13.2496189,1244.8918384,3.6772391,5801.0,1.11792,4.36,FP
11.2362,1973.0,1.1578392,6409.0,1.18,4.4,FP
10.9383,1038.0,2.7240303,5366.0,0.93,4.47,PC
13.5615,1970.0,2.1654694,5830.0,1.86,4.26,APC
10.0008,876.0,3.1504798,5229.0,0.89,4.49,PC
2.6735992,132.3381364,739.1670007,4159.0,0.721084,4.53501,PC
2.7293235,621.4981538,15.0700779,5159.0,0.850729,4.519,PC
1.4156529,1540.1309997,0.9902892,5159.0,0.850729,4.519,PC
2.4385296,228.0606305,726.1175225,3808.0,0.55033,4.69366,FA
3.6003512,1370.0984633,6.8227645,5781.0,2.0587699,3.82788,PC
3.3991025,703.162429,73.580982,7802.0,1.76118,4.21386,FA
2.2912229,825.5991243,8.2861614,5809.0,0.914215,4.56733,PC
10.4386,592.0,20.2730282,5742.0,0.86,4.58473,KP
3.8800495,191.8448019,358.2825093,4354.29,0.865987,4.39555,PC
1.7532446,1578.3530385,1.1343824,5683.0,0.846842,4.58721,PC
6.5519689,379.3574727,,4438.0,0.725033,4.438,PC
18.1799,1812.0,2.24704,6846.0,1.2,4.23,FP
1.93226,627.0,25.1290153,5871.0,1.04,4.43296,CP
2.1862997,519.1966657,46.4093732,5871.0,1.03563,4.43296,FA
3.3520677,1162.1198678,,6163.97,2.4612,3.72396,PC
2.4168515,850.6234364,13.4190972,5914.2,1.20531,4.30929,PC
3.911716,465.1025269,18.0826084,3321.0,0.296,4.95373,APC
3.9467,1282.0,2.5048178,5328.0,0.92,4.47,PC
,1384.0,1.1339769,5986.2,,,APC
18.1119,577.0,5.9167817,4781.0,1.05,4.29,PC
24.6129,1412.0,5.7740318,4837.8,3.19,,PC
2.7997542,704.4580992,8.2000875,4865.6,0.793476,4.54,KP
11.6786,876.0,4.0248735,4492.0,0.75,4.52,KP
7.71235,2202.0,0.745637,6984.0,1.96,4.04,PC
14.0672,2254.0,3.0026215,5630.0,1.45,4.11,KP
5.39503,,4.6003967,5970.5,1.59,,PC
4.28877,1119.0,3.3129214,5512.0,0.98,4.44,PC
1.4454154,403.7401541,5.358776,3562.0,0.275953,4.97389,CP
4.74953,2663.0,1.8868668,7751.0,2.57,3.81,PC
8.32411,1655.0,9.956296,4956.0,3.38,,CP
1.2801124,1027.596418,0.3011506,3304.0,0.286178,4.96212,PC
10.8026737,866.2905237,20.3129649,6490.0,1.4658999,4.23,PC
1.4669377,458.2261962,39.1076478,5490.0,0.796293,4.61819,PC
2.2445426,279.9010524,522.6272677,6199.0,1.40973,4.21534,PC
12.6841023,1270.3448387,2.7817379,5600.0,1.02095,4.4291,KP
16.8320485,1951.3154178,1.6102435,6080.2,1.48651,4.15,APC
13.0113,1279.0,4.2809767,5964.0,1.49,4.13,CP
10.2494,609.0,8.4481666,5826.1,1.05,4.42,APC
15.0462,1620.0,3.4658629,6688.0,1.49,4.24,PC
13.7385,1610.0,3.5658043,6214.0,1.4,4.23,PC
,1901.0,2.7431176,7143.0,,,PC
15.3215,1415.0,3.5775958,6355.0,1.61,4.12,PC
20.032,1070.0,2.9922495,5932.0,1.55,4.09,PC
9.00518,792.0,5.5261155,4824.0,0.84,4.48,PC
12.891,1496.0,4.0234634,6678.0,1.45,4.26,PC
2.8144915,1224.6157859,6.8659582,6212.63,1.5000401,4.438,CP
7.54314,741.0,4.3229915,6121.0,1.37,4.25,PC
,1348.0,3.251269,4883.7,,,PC
6.86542,1844.0,1.7131374,5843.0,1.08,4.39,PC
8.2562,1004.0,8.4516737,5782.9,1.48,4.11,PC
8.28506,1514.0,5.0648401,6675.0,2.62,3.75,PC
9.52189,983.0,8.9981735,5444.0,1.22,4.24,PC
4.97976,1033.0,8.4476983,5902.0,1.13,4.36,PC
2.26174,783.0,6.5169955,4937.5,0.71,4.64,PC
,1887.0,2.1390271,5869.6,,,PC
,,2.3079651,,,,PC
16.011,1580.0,3.2175013,7932.0,1.56,4.32,PC
,,3.0492435,,,,PC
9.71601,1205.0,4.3965758,5957.0,1.23,4.3,PC
9.5108395,808.2369842,5.5679111,4887.0,0.801525,4.53,PC
,1598.0,3.1639309,6323.0,,,PC
15.6112,1670.0,1.9872259,6178.0,1.08,4.44,PC
2.70732,1581.0,1.33679,5600.0,0.98,4.43748,FP
12.9516,1157.0,3.7519831,5389.0,0.97,4.43,PC
11.7073433,1361.0709228,9.2584055,5707.0,2.53632,3.64,PC
13.2242,1313.0,4.625568,5972.0,1.34,4.23,PC
9.7546,2274.0,2.0714803,7047.0,2.46,3.85,FP
11.238,611.0,15.634183,5725.0,0.96,4.49,PC
10.3779772,1208.4765945,2.8285323,5257.0,1.02586,4.37,PC
12.6894204,1309.3579262,5.6917579,5783.0,1.66513,4.01,PC
13.9016,1393.0,3.1774814,6071.0,1.12,4.39,CP
2.8523348,339.5049488,14.6762658,3414.0,0.458861,4.77364,FA
4.1061739,296.7878863,21.9692578,3414.0,0.458861,4.77364,FA
1.1306823,438.8091174,6.2509468,3479.0,0.395397,4.8309,PC
2.3990078,712.1282782,1.6500673,3896.0,0.454049,4.70541,PC
2.7599003,408.0376856,1826.0790324,6034.49,1.07903,4.42122,PC
3.44971,1428.0,0.8303285,3672.0,0.57,4.68064,PC
1.860295,189.7945133,703.79367,4709.0,0.739835,4.57486,PC
20.8842189,2027.1156538,2.9224661,5520.0,2.7442901,3.55,CP
49.6799,3798.0,1.17409,8242.0,3.67,3.61,FP
17.7728,1155.0,3.3513304,4886.0,8.71,,FP
6.62177,1351.0,2.9034242,5992.0,2.25,3.77,PC
4.39864,1396.0,5.4468377,6793.0,1.68,4.15,PC
9.954598,1260.8869541,8.9021443,6606.0,1.7521,4.09,PC
7.65998,806.0,8.2197647,6657.0,2.12,3.93,PC
14.2378,3520.0,4.5006638,8933.0,1.48,4.45175,FP
2.0492403,290.9398052,16.3363665,3365.0,0.326568,4.89744,CP
1.5602624,414.6504106,3.7924221,3319.0,0.218553,5.03236,PC
5.3693497,616.6085962,32.2924417,6013.0,1.23318,4.438,PC
1.6765354,1005.888008,6.5812768,5217.0,2.2631199,4.438,PC
1.5372814,522.5068748,3.9649849,3476.0,0.426767,4.80232,CP
15.240658,2619.630824,0.336826,5780.0,1.0,4.438,FP
2.4144238,1728.4676115,3.7634028,6491.0,1.89742,4.00559,PC
2.0224563,789.8093802,8.9356558,5631.0,0.851957,4.57723,PC
13.2081506,341.1480504,225.1037885,5965.99,1.25231,4.28007,CP
5.4510788,360.5530878,743.4843888,5342.0,0.697666,4.71456,PC
12.6297905,855.3874599,22.1536777,6123.0,1.6267,4.07991,FP
2.2782015,165.7679643,692.5150646,3614.0,0.531248,4.71017,PC
1.881105,983.115793,2.0844882,4443.39,0.713304,4.57662,PC
1.6732084,1088.3303343,0.8409429,3830.0,0.608498,4.64404,PC
2.3109407,358.4266471,23.5422422,3830.0,0.608498,4.64404,PC
2.26316,583.0,14.0063765,5899.0,1.33,4.22221,PC
2.3820012,743.1116558,1.2253159,3725.0,0.297644,4.92832,FP
8.80381,333.0,17.6868627,4496.0,0.77,4.52,PC
16.1051,1990.0,1.4700596,6308.0,2.12,3.88,FP
9.0734924,1403.7743209,4.4722598,6211.0,1.4818799,4.18,PC
11.9428,1111.0,10.3311664,5760.0,1.73,3.97699,CP
14.6399,1930.0,2.4162514,6688.0,2.1,3.95,PC
21.8486399,2076.6757868,0.9828259,4959.0,5.2980399,,PC
8.15594,1753.0,3.3138453,6153.0,1.36,4.24,PC
,,4.0492184,,,,PC
15.8197,918.0,5.545745,5706.0,1.05,4.41,PC
13.0195,948.0,8.9727235,5605.0,1.21,4.27,PC
15.7487,920.0,11.2473628,6141.0,1.53,4.14,PC
12.0669,820.0,3.190373,3722.0,0.6,4.65,FP
8.18984,1717.0,2.6005693,6673.0,1.14,4.47,PC
14.0293,1245.0,1.5889429,5150.0,0.8,4.57,PC
9.098964,373.250606,10.8717,3692.0,0.488,4.78092,FP
9.90525,558.0,27.1358856,6315.0,1.33,4.28,PC
12.6725,1137.0,5.469359,7182.0,1.61,4.23,PC
15.8899,2415.0,4.4712213,7586.0,1.71,4.22,PC
13.5887921,1160.4576185,3.7260939,5736.0,0.9975,4.45,PC
12.71,1266.0,2.7284428,5686.0,1.21,4.28,PC
18.4686,,3.2462849,5895.5,1.06,,PC
1.09621,656.0,6.7992776,4913.8,0.73,4.54,FP
5.10272,975.0,3.177514,4740.0,0.82,4.49,PC
3.44576,1702.0,3.0038696,6171.0,1.2,4.35,FP
12.6471,1186.0,7.495973,5667.0,1.41,4.14,PC
3.13882,773.0,10.4722034,5388.0,0.79,4.61,PC
2.8587599,586.5001986,17.7046155,5388.0,0.791536,4.61,PC
3.4399601,1241.735358,4.9111786,6186.0,1.2372299,4.33,PC
9.73932,850.0,4.1539244,5737.0,1.09,4.37,PC
3.3818,733.0,10.1045108,5053.0,0.9,4.46,PC
3.6487,1240.0,2.7741864,5636.0,0.82,4.61,PC
5.02454,1248.0,1.1789842,5650.0,1.37,4.17,PC
2.02986,920.0,4.3954123,4836.0,0.73,4.6,PC
7.86301,3620.0,1.42744,6000.2,1.33,4.36,FP
,1278.0,3.585982,6195.0,,,PC
,853.0,4.3202706,6287.0,,,PC
2.33576,1003.0,2.6834113,5221.0,0.76,4.62,FP
12.7514,740.0,12.2740928,5674.0,1.05,4.4,PC
2.8057654,805.0445873,2.2887763,3953.0,0.617703,4.6489,FP
10.1994,587.0,7.4997774,4979.2,1.91,3.92,APC
10.3493319,746.8996014,1.2540806,3455.0,0.399724,4.82691,FP
13.8994523,949.6785627,4.3888516,5175.0,0.877856,4.46488,KP
3.45609,1771.0,2.6680587,6406.0,1.44,4.23,PC
1.2834433,182.7961243,18.4043334,2891.0,0.133376,5.22041,FA
2.2721409,585.0169701,5.538329,3883.0,0.598175,4.65275,CP
2.4642245,469.8807571,10.6886084,3883.0,0.598175,4.65275,CP
1.8822681,791.2917217,11.5418525,6112.0,0.901955,4.5884,PC
3.2537107,290.8264482,731.4808779,5854.0,2.0546,3.83792,PC
2.3547529,2005.9611934,12.8910022,31000.0,0.18,5.59962,PC
1.5722799,679.4921442,3.9077116,3917.0,0.64011,4.61771,FP
4.0299536,831.4184898,35.3573239,7607.0,1.56285,4.31008,PC
2.8742544,304.6652609,602.2450921,6128.0,1.8626699,3.96225,PC
2.343896,109.0750517,749.1605231,3851.0,0.558169,4.71539,PC
5.2933196,753.6642219,3.352907,3978.0,0.672832,4.438,PC
7.7193559,768.6592267,1.1759834,3054.0,0.512881,5.08962,PC
14.2783974,1029.9824769,1.9737719,4664.23,0.697971,4.61963,KP
11.2141216,452.3403225,30.3599812,4815.0,0.795118,4.5293,KP
1.5718719,382.427399,13.4755461,3710.0,0.469524,4.7642,PC
1.4160391,509.258495,10.7155521,4207.0,0.623617,4.66778,PC
2.01326,807.0,0.768988,3734.0,0.54,4.69992,PC
2.85252,803.0,27.9815639,5905.0,1.16,4.34239,PC
3.5119412,541.6077626,10.4834062,4271.0,0.677846,4.60188,PC
11.2971803,1513.1286131,1.6255124,5483.74,1.04426,4.38272,KP
2.9176946,842.4208274,8.6239097,5917.0,0.878735,4.58257,PC
5.1574303,209.1701491,88.495683,5509.61,0.939951,4.47728,KP
2.8950078,572.8570065,17.5288347,5164.0,0.829519,4.5371,PC
0.6115871,1792.0450656,0.9167992,5659.0,0.973028,5.62196,PC
11.3355032,804.6793626,22.3428773,6184.0,1.42864,4.20121,KP
8.9205086,875.0669002,,6184.0,1.42864,4.20121,KP
10.1577688,614.6639792,31.0343214,5234.0,2.56935,4.438,CP
13.6708,1367.0,5.124162,5750.0,1.65,4.01,PC
,1290.3655018,2.8183053,,,,PC
13.7408,1262.0,5.9730504,6137.0,1.41,4.2,PC
13.9475,,736.5601487,5895.4,1.31,,FP
8.13514,536.0,19.0286016,4733.0,0.81,4.5,PC
10.8393,1732.0,0.9855374,6198.4,1.76,4.02,FP
15.1767346,1469.9084134,4.3780807,5570.0,1.79224,4.01069,KP
,852.0,7.6945481,4875.8,,,PC
16.5853,1947.0,2.6375869,6196.0,2.9,3.59,PC
8.80341,735.0,2.7805098,3949.0,0.68,4.59,PC
12.1216,1802.0,3.6520005,7194.0,1.69,4.19,PC
8.60632,1133.0,3.118166,5218.8,1.15,4.27,PC
13.6454,1198.0,5.1953991,6047.0,1.82,3.97,PC
13.7067,1058.6501351,5.1035091,8086.0,2.07,4.1,PC
8.09695,,4.4644761,7013.0,1.7,,PC
7.2902589,2529.0245379,0.760019,5690.2,1.65999,4.0,FP
,769.0,13.3441946,4866.9,,,PC
8.96336,1075.0,4.728681,4425.0,0.9,4.57,FP
4.05839,1746.0,2.3992876,6536.0,1.15,4.45,FP
19.1019,1978.0,2.3757662,6676.0,2.2,3.9,PC
10.4523,1064.0,5.7152049,5845.0,2.25,3.75,PC
3.48406,800.0,16.3558787,5740.0,1.0,4.45,APC
3.40196,787.0,3.5322939,4003.0,0.66,4.59,PC
8.117,1073.0,14.4348737,5834.0,1.93,3.89,PC
5.10721,464.0,12.320331,4103.0,0.65,4.62,PC
2.3053058,941.9166541,9.5730706,6101.0,1.11672,4.38774,CP
1.5473747,1255.7050544,4.040413,6101.0,1.11672,4.38774,CP
2.98877,2031.0,0.7676706,6377.0,1.53,4.17,FP
9.64521,845.0,12.2788421,5596.0,1.39,4.15,PC
2.16171,581.7069809,10.7166249,4235.5,0.65,,FA
2.17495,523.0,22.1575175,5174.0,0.79,4.58,PC
4.0981388,683.6599416,4.8038539,4080.0,0.692076,4.56,PC
10.0005,883.0,2.9855843,4602.0,0.82,4.48,PC
15.6552,,3.6311186,5979.9,1.63,,FP
10.3058363,715.7737734,25.0930011,5775.0,1.33728,4.2,PC
13.5962,1376.0,2.5551882,5855.0,1.21,4.3,PC
9.15316,653.0,5.201975,4950.0,1.18,4.21,PC
1.4450569,1168.2220295,4.8759656,5937.0,1.1487499,4.35104,PC
2.4401617,588.5264649,20.1459438,5303.0,0.888701,4.4996,PC
1.692303,695.1290314,11.8918633,5461.0,0.834552,4.57288,PC
1.3653089,206.6824792,718.1809317,3614.0,0.425623,4.80335,PC
2.7943472,806.8992976,10.6306165,5737.0,0.969791,4.47544,PC
3.0678483,290.577919,,5423.0,2.1748199,3.73635,PC
4.054669,306.4736219,579.6472035,6855.0,1.5925601,4.20414,PC
1.3180464,1578.8585471,1.8141215,5789.58,1.12713,4.35115,FP
2.3777411,347.8145617,97.6087634,5830.0,0.823673,4.57203,PC
2.46916,1749.0,2.4360845,6529.0,1.32,4.33,FP
,642.971466,1.8756,3549.7,,4.87,FP
1.6050039,481.4467281,3.0749507,3246.0,0.308247,4.91671,PC
2.7683483,225.5131964,741.4255896,5944.0,1.22039,4.30249,PC
2.8270616,1271.9320305,7.5480612,6688.0,1.57319,4.19679,PC
1.8325534,884.7099373,2.118659,4002.0,0.69132,4.5511,PC
2.093707,487.360439,5.4240691,3500.0,0.465777,4.76752,PC
,676.9351246,19.5202386,5780.0,,4.438,FA
4.8743389,581.4317504,31.5786847,5696.0,1.05178,4.40025,KP
2.5653805,258.7984214,,6000.0,1.2886699,5.03448,PC
2.22182,861.0,5.3909915,5405.0,0.87,4.53628,PC
7.5296069,629.3977311,3.2903136,3579.0,0.567309,4.67905,KP
2.9857871,1181.1005716,13.1187746,7800.0,1.57458,4.31091,PC
2.16267,782.0,17.8335899,6304.0,1.43,4.22164,KP
6.3443547,1727.6835992,4.4291253,6559.17,2.0848899,3.95184,APC
1.9119702,488.4956168,25.9213509,5011.0,0.786678,4.56555,PC
19.2884326,694.8640749,27.9102929,6327.0,1.39013,4.438,FP
12.6838437,794.7680813,8.8849511,5160.0,0.977054,4.39775,KP
3.7973353,683.7010001,7.8344688,4837.0,0.731146,4.60493,KP
2.1434355,940.9761542,3.0051929,4837.0,0.731146,4.60493,KP
10.0832239,1588.547085,5.5460811,6963.86,1.88937,4.07013,FP
15.822462,1388.6809829,3.7705865,5897.0,1.38188,4.18651,KP
2.68492,1087.0,4.1194175,5598.0,0.98,4.45,PC
11.9294,795.0,9.6284672,5388.3,0.88,4.53,PC
16.5532,889.0,5.3374045,5064.7,3.01,,PC
10.7025,1054.0,8.3548746,6643.0,1.63,4.16,PC
11.925,1489.0,4.5425274,7333.0,1.28,4.45,PC
12.0136223,1508.1261899,4.21909,5367.0,2.02385,3.79,PC
4.08617,2251.0,1.0638184,4963.0,0.73,4.63,FP
,640.0,7.0465721,4332.6,,,PC
18.0478848,1732.9675246,3.7235407,7492.0,1.54879,4.29,PC
8.08218,1369.0,3.0617364,6783.0,0.98,4.62,FP
8.31491,2105.0,1.2667147,6084.0,1.87,4.28965,FP
17.73,1422.0,7.6778159,5938.0,1.19,4.32,PC
2.134,888.0,21.6091483,5967.0,1.15,4.36,PC
13.364,1570.0,7.2307407,7747.0,1.43,4.39,PC
9.46193,544.0,7.2333744,5508.0,0.89,4.53,PC
9.13123,1192.0,3.9230475,5620.0,1.28,4.23,PC
16.4426,823.0,7.5872202,6419.0,2.21,3.86,PC
7.558,292.0,14.4896397,3376.0,0.35,4.87,FP
13.7957,1995.0,1.8881146,6309.0,1.42,4.23,PC
9.33715,5211.0,1.1096992,8666.0,3.13,3.80083,FP
14.0672,1519.0,4.8952783,5828.0,1.77,3.96,PC
18.4047,1803.0,2.8622679,7167.0,1.49,4.3,PC
12.4035,1321.0,2.4307782,6015.0,3.3,3.45,APC
7.5851475,1121.9560583,2.787945,5375.0,0.847241,4.55,PC
22.5559,1168.0,3.4138019,5150.0,2.24,,PC
18.3601489,1365.3855665,4.7155974,5873.0,1.5585099,4.08,PC
2.3171,909.0,3.2428744,4016.0,0.58,4.72,FP
12.5447,272.0,56.4043748,6433.0,1.25,4.36,CP
4.77367,1381.0,1.9795413,5275.0,0.92,4.46,PC
5.6778,718.0,3.2724973,4279.0,0.75,4.51,PC
17.2805567,1624.5252338,3.6623918,6600.0,1.48532,4.20892,KP
3.86288,982.0,6.269716,4812.0,1.08,4.26,FP
11.123,1274.0,2.3382502,5263.0,0.94,4.45,PC
11.5240963,1050.4074921,11.7647926,5801.0,1.69397,4.01,PC
,1469.0,4.1571604,5766.9,,,PC
2.17077,1881.0,0.9135968,5987.0,0.89,4.58,FP
4.90303,1583.0,2.5139764,6150.0,2.05,3.9,FP
4.57722,1302.0,3.3784254,6311.0,1.41,4.23,PC
4.35478,1123.0,2.6374449,5355.0,1.96,3.82,PC
4.90076,2671.0,2.5025812,5603.0,0.91,4.49875,PC
34.0312942,3265.5835844,4.4518604,8353.8,3.60934,4.1,FP
3.5804,1090.0,13.576858,6730.0,2.5,3.8,PC
11.9292388,1067.0824537,2.7439029,4860.0,0.885702,4.438,KP
2.3454,2074.0,2.5610662,6161.0,1.9,3.95,PC
4.5487,2239.0,1.0604139,5801.2,1.62,4.22,PC
