pl_rade,pl_eqt,pl_orbper,st_teff,st_rad,st_logg,tfopwg_disp
9.1300283,1375.4544745,18.6016754,6175.0,3.7007,3.37301,PC
2.8961818,520.2849849,210.668358,6683.0,1.52592,4.22146,PC
2.8228669,1203.1992033,12.5520766,7020.0,1.84505,4.09526,PC
0.5525072,1245.4940849,0.4018586,3621.0,0.520283,4.7197,FA
2.38733,1186.0,4.9707023,6109.0,1.21,4.33438,FP
1.5781136,287.0767134,27.2672016,3546.0,0.460014,4.77262,CP
3.7472354,434.6883098,179.4031712,6863.0,1.4648,4.27882,PC
1.7481305,898.9288685,11.8120707,6037.0,1.20105,4.32817,PC
2.7931797,518.7006367,8.9172211,4066.0,0.605243,4.67766,PC
3.3507179,453.9864688,63.39545,5717.0,1.0149601,4.43377,PC
10.9257115,1085.5253926,3.1260778,5100.0,0.874706,4.4651,KP
2.69714,1326.0,1.9785151,6317.0,1.23,4.35,FP
9.70612,1906.0,0.7951534,6811.0,1.96,4.02,FP
2.03235,2502.0,2.3933087,6393.0,1.72,4.08,PC
3.9587,1727.0,2.5577037,6039.0,1.7,4.03,PC
2.10043,1181.0,6.3951381,5563.0,0.98,4.45,PC
13.6737,1493.0,5.9016526,6127.0,1.74,4.02,PC
18.5905,,5.4927168,9623.0,2.37,4.08,APC
5.07891,1726.0,2.6788253,6863.0,2.19,3.93,FP
2.18563,1095.0,6.8979432,6016.0,0.99,4.49,PC
2.29124,691.0,6.9551801,4742.0,0.75,4.57,PC
5.0155627,1562.7103079,1.0021853,5071.0,0.874822,4.48308,APC
1.39836,2128.0,2.0944084,5298.0,0.77,4.62,PC
9.04133,1313.0,5.563087,5491.4,1.72,3.85,APC
1.66554,2033.0,2.0988541,5531.0,0.97,4.45,PC
2.86438,1200.0,4.6410823,5809.0,1.12,4.36,PC
13.1612,1061.0,7.1858029,5758.3,1.19,4.3,CP
9.7267129,512.9721403,23.3418536,4944.0,0.824284,4.51,CP
10.3670919,399.9626824,49.2445599,4944.0,0.824284,4.51,CP
,1112.0,3.08858,5381.0,,,PC
4.2556645,587.9229796,3.9934418,3748.0,0.523113,4.7573,CP
17.1535,1054.0,4.5697688,4976.0,1.7,,PC
13.6848,1870.0,3.8454384,6733.4,2.02,3.98,FP
,1811.0,2.8504334,6293.8,,,PC
14.3367,2117.0,0.5993364,6232.0,2.81,3.62,APC
21.1475,1027.0,4.4430866,4926.5,1.54,,PC
17.9247,1497.0,3.7804749,5112.0,0.81,4.56,FP
17.1001,1845.0,3.4590552,7911.0,1.83,4.19,PC
7.58229,1169.0,1.9297769,4856.0,1.14,,PC
14.6892,1202.0,4.4445101,6288.0,1.14,4.42,PC
13.4427,2409.0,2.9038027,6570.0,1.51,4.21,FP
2.5153001,944.4983346,0.299039,2955.0,0.300639,5.13527,
17.7815,1108.0,4.9062135,7169.0,1.92,4.08,PC
5.94208,673.0,2.7636665,3868.0,0.7,4.57,PC
,1075.4482234,4.8680805,5250.0,,,PC
22.8234,1460.0,2.3044132,,1.55,,PC
4.81101,2349.0,0.2573207,5784.0,1.09,4.38,FP
,665.0,11.5054399,5251.2,,,PC
2.30075,805.0,6.3838817,5849.0,1.16,4.33017,PC
2.587582,1029.3310585,5.6739336,5873.3,1.00286,4.46212,PC
,661.0,3.167981,3546.0,,4.93943,PC
2.8396233,514.56613,53.1991439,5729.0,1.15632,4.32178,PC
3.5953731,443.7085028,177.5830512,6594.0,1.59978,4.16825,PC
2.3133532,669.0065237,4.7981694,4065.0,0.667797,4.59496,PC
2.4103206,671.7367777,10.3563596,5149.6,0.772148,4.6,CP
3.17021,388.0,35.1257472,5149.6,0.77,4.6,CP
3.78219,641.0,21.0153047,5149.6,0.77,4.6,CP
1.56167,979.0,6.1155829,5284.0,0.85,4.54246,PC
2.5385441,816.9663784,6.2772478,5244.0,0.800741,4.58339,FA
1.21108,838.0,1.4923242,3577.0,0.48,4.75448,PC
1.93397,383.0,9.3174072,3577.0,0.48,4.75448,PC
2.1229458,615.4050768,22.4586196,5493.0,0.978381,4.43001,PC
3.0597346,339.8006415,63.5809449,4868.0,0.72252,4.61964,PC
1.947929,432.3359777,10.5054362,3742.0,0.515547,4.72382,CP
1.1988782,1386.5985937,0.3862197,3863.0,0.566304,4.67991,PC
1.977596,451.5202868,9.405877,3869.0,0.475701,4.75875,PC
2.4422,894.0,7.0767314,5781.0,1.0,4.45679,PC
2.1199939,503.4234887,6.0683318,3668.0,0.499376,4.73795,PC
3.6888424,314.1604363,340.3877311,6424.0,1.27808,4.33722,PC
7.64759,709.0,60.06632,5660.0,1.47,4.10485,PC
1.8388146,315.0609123,139.2632286,5373.01,0.90717,4.49164,PC
1.9509885,504.6753756,22.048775,4836.0,0.794435,4.53282,PC
2.8951165,212.0685941,,4239.0,0.659937,4.61861,PC
4.5170453,297.6939099,165.0031583,5780.0,0.699973,4.56973,FA
3.929267,1032.1480322,13.340145,6467.0,1.57943,4.16063,FA
3.2987328,933.2585799,4.8566656,5607.0,0.796892,4.63178,PC
5.7063938,634.6510571,15.4432661,5607.0,0.796892,4.63178,PC
7.6712645,179.478432,,5607.0,0.796892,4.63178,PC
4.01623,2872.0,6.0541622,6187.0,1.61,4.09624,PC
9.8603222,1480.1291921,1.3103832,5228.0,0.928507,4.45189,APC
11.7844,1268.0,8.011385,5923.0,1.29,4.25,PC
12.146,2270.0,2.3018922,6919.0,3.45,3.54,PC
8.72604,1056.0,11.7248927,5980.0,0.91,4.56,PC
10.9718,808.0,,5822.0,1.75,3.97,CP
1.328654,723.3731892,3.5104148,4020.0,0.639371,4.438,PC
11.1787,405.0,,4490.0,0.74,4.55,PC
10.1405034,789.8623006,8.1484094,5320.0,0.873132,4.52,PC
9.46753,721.0,16.7224532,5560.0,0.88,4.54,PC
9.65352,1008.0,6.6857865,6144.3,1.13,4.4,PC
12.0956,1011.0,,6421.5,1.64,4.12,PC
9.85518,566.0,16.4452725,5278.0,0.88,4.51,PC
,574.154107,31.9919595,5780.0,,4.438,PC
14.5890881,421.2871907,94.0997954,4696.7,1.0143,4.54,CP
12.2597,2282.0,2.9103781,7340.8,3.5,4.09,PC
5.2012051,2118.8465446,0.985586,5799.4,1.38013,4.11,PC
3.283981,696.8959687,20.186539,6101.0,1.01859,4.48196,FA
2.5924633,477.2453303,12.7187255,4036.3,0.661076,4.65,PC
2.28729,435.0,22.0819969,4036.3,0.66,4.65,APC
16.0563,1539.0,3.7576217,5605.0,1.89,3.88,PC
12.7289,1557.0,4.3217658,5139.0,2.5,,PC
8.30577,1173.0,4.0646554,5647.0,0.93,4.5,PC
8.05598,1848.0,3.0071496,5906.0,1.45,4.14,FP
1.86599,653.0,11.4707838,4140.0,0.73,4.46332,PC
20.0937,2095.0,2.3341583,6901.0,1.93,4.04,PC
14.0065,1864.0,3.7482756,6425.0,2.02,3.94,PC
12.5411,749.0,7.1185659,5945.0,1.9,3.92,PC
6.23347,1977.0,0.3559702,5562.0,1.08,4.36,PC
14.441,1484.0,4.7654865,6151.0,1.85,3.97,PC
11.4562,927.0,3.6337247,5325.0,0.88,4.51,PC
15.0839,797.0,4.808498,5449.5,1.38,4.13,CP
13.0206,1292.0,4.2380604,5798.0,1.13,4.35,PC
18.9963,1524.0,3.994474,5931.0,1.61,4.06,PC
16.9266,1742.0,1.4367914,5873.0,1.07,4.4,PC
2.4497061,708.2266596,10.1843061,5454.0,0.782681,4.59104,PC
9.7807,937.0,7.7538288,5504.0,1.17,,PC
15.5249,1020.0,5.4139736,5425.0,1.71,,PC
5.79479,1171.0,3.5266608,5668.0,1.58,4.35,PC
1.3996848,549.743853,5.1097197,3742.0,0.515547,4.72382,PC
2.6056,668.0,30.2004765,6004.0,1.15,4.36245,PC
3.0570342,494.7274115,17.969639,4410.0,0.767286,4.507,PC
2.07448,554.0,6.0784031,3630.0,0.47,4.76664,CP
2.5781465,441.633629,8.1490285,3630.0,0.466766,4.76664,FP
3.4610442,277.6606693,,5134.0,0.799051,4.57244,PC
2.75297,468.0,41.7540004,5337.0,0.91,4.48036,PC
2.4206095,598.3529678,20.261655,5337.0,0.914083,4.48036,PC
2.2664482,423.9008895,,5647.0,0.953815,4.48001,PC
3.5130935,292.6629465,124.72987,4902.0,0.831423,4.5026,CP
2.65286,434.0,49.9950015,5274.27,0.78,4.61038,PC
2.3149088,845.782334,4.3794298,4892.0,0.742779,4.50955,APC
3.6785805,459.2148716,230.92212,6395.0,2.1204,3.89312,PC
2.0323111,347.4769843,177.2188871,5809.0,1.15025,4.33351,PC
2.66568,1042.0,4.3032437,5468.73,1.05,4.37458,PC
2.2249096,337.4556203,53.8108713,4455.0,0.730261,4.55621,PC
12.2917419,2797.5117326,0.7196291,6454.0,1.69458,4.3,FP
3.9938238,1001.354025,9.4070515,6223.0,1.2331001,4.33525,PC
15.2109193,1958.3065353,0.918902,5382.0,1.1659,4.4,APC
13.2344892,1302.3502129,2.9905745,5535.6,1.10305,4.4,PC
14.1985341,1444.2022665,2.6820061,5465.0,1.285,4.4,PC
13.9784675,1418.9101379,3.86866,6373.5,1.3337801,4.2,PC
4.03042,822.6676779,20.2656358,6276.1,1.37617,4.25063,PC
12.7400071,1036.7433695,3.3610013,5375.0,0.817705,4.49371,KP
13.6531,1186.0,2.9432073,5266.7,1.18,,PC
9.012542,1350.2664813,1.5933772,5289.4,0.885125,4.5,APC
,1238.7235661,3.1856867,5590.5,,4.4,PC
,1474.0567378,1.8905304,5816.0,,4.3,PC
11.9220549,934.5436034,15.937546,6093.1,1.55033,4.1,PC
9.984491,1826.3371679,1.440707,5941.2,1.1648901,4.3,APC
19.2443952,1515.409487,3.0958985,6764.0,1.25844,4.3,FP
11.625865,676.5210666,,5635.75,1.43565,4.12397,FP
8.14924,2858.0,1.4118418,7839.6,3.52,4.13,PC
,1137.5627449,4.1133928,5780.0,,4.438,PC
10.8099759,1331.0393949,7.5427509,6349.8,1.86619,4.11,CP
15.3646915,952.5129011,21.0689935,5441.0,1.98859,4.41,FP
2.5576021,1022.9865778,7.9940367,5846.29,1.25324,4.26525,CP
18.7156,974.0,2.1811989,6125.96,1.46,4.17403,APC
13.1879107,1418.5620601,2.3114203,5785.79,1.07008,4.39543,KP
12.0756,676.0,8.5234958,5238.0,0.84,4.54438,KP
4.98711,1719.0,1.4468993,5238.0,0.84,4.54438,CP
,1545.9494627,4.8580501,8303.0,,4.438,PC
12.0658006,1269.8918153,2.8126485,5700.0,1.00957,4.39704,KP
5.7395383,827.1534677,9.0702531,5509.1,0.916742,4.52,FP
7.79881,1355.0,5.436841,7980.0,1.49,4.37685,PC
3.0793796,847.8780456,2.3701119,4007.0,0.684741,4.56359,PC
11.3276,1066.0,8.384818,5757.5,1.02,4.29,PC
17.7665063,1574.6602021,6.2636501,6969.2,2.04438,4.17,FP
19.3344,725.0,16.0475029,6337.5,1.6,,FP
12.0713,316.0,197.0336254,5616.4,1.0,4.44,FP
10.4239,2359.0,0.7759895,7218.0,2.26,3.94,APC
18.3695,933.0,2.0912089,4220.9,0.77,4.49,PC
11.1495,615.0,63.4839358,6415.0,1.4,4.26,CP
3.12194,505.0,35.6134391,4628.53,0.71,4.32239,CP
1.00084,966.0,7.7897726,4628.53,0.71,4.32239,CP
1.0883,1515.0,1.0662082,5668.0,0.93,4.51,CP
11.1888239,466.0296958,742.5142746,5490.0,1.06113,4.45,PC
11.4462895,1379.0312841,5.6442112,6310.0,1.63591,4.1,CP
9.21032,2877.0,1.42611,6404.0,1.32,4.31,FP
19.0536,1818.0,1.6453265,6023.0,1.32,4.25,KP
7.38849,1509.0,1.2239134,6618.5,1.92,3.99,APC
10.9791817,2134.7771952,2.1863095,6728.0,1.92153,4.03,PC
19.3734,1047.0,18.10671,6615.0,1.65,4.14,FP
12.1777996,1126.900714,8.8263579,6016.0,1.56043,4.1,PC
5.5640916,1858.5229504,1.6024387,5435.9,1.39294,4.2,PC
19.2342563,3117.5523161,0.5125807,6725.0,1.55195,4.19532,APC
1.7151271,297.7046646,18.7931749,3457.0,0.376775,4.84825,PC
1.2984859,351.2711274,17.664866,3746.0,0.463205,4.76979,CP
1.4475246,300.6575117,28.1722501,3746.0,0.463205,4.76979,CP
1.6229796,454.5004101,3.1190716,3285.0,0.247331,4.98992,CP
2.041471,357.8973634,6.3878202,3285.0,0.247331,4.98992,CP
1.6741803,1237.8242135,1.7890217,5264.0,0.791524,4.59586,FP
2.4661884,491.7838032,,7788.0,1.5457799,4.32577,PC
3.92839,780.0,19.5078657,4316.0,0.71,4.56,FP
2.1513682,345.2246743,9.0105414,3275.0,0.330146,4.438,PC
3.0681221,561.884745,23.6573994,5535.0,0.846615,4.57126,PC
2.5831328,849.1403218,9.0753271,5619.0,0.997589,4.44,PC
2.12647,808.0950027,6.7060238,5292.0,0.807811,4.58201,PC
3.219425,213.6889395,,5292.0,0.807811,4.58201,PC
1.2172175,1031.3932912,2.6620728,4884.0,0.799716,4.54,PC
1.7004976,524.0644631,20.2926468,4884.0,0.799716,4.54,PC
1.46772,947.0,3.2723118,4907.0,0.72,4.62,PC
6.5071192,444.0780191,,4968.0,0.844548,4.438,APC
4.1844083,253.0759438,,6329.0,1.39619,4.24509,CP
3.207554,1003.1064616,11.6207544,6329.0,1.39619,4.24509,KP
14.8542602,1497.5477444,1.3382314,5436.0,0.894974,4.46024,KP
18.0,769.2502648,,5879.0,1.23623,4.28122,FP
2.90826,101.0,716.3497402,5645.84,0.97,4.46148,PC
1.9090249,458.0310383,20.2254946,4465.0,0.697547,4.6,PC
1.02968,581.0,11.3071786,4465.0,0.7,4.6,PC
3.78687,1363.0,0.98656,5522.0,1.64,3.99,FP
2.62395,3265.0,1.0361758,6413.0,1.5,4.2,PC
8.95578,1415.0,4.26991,6580.0,1.62,4.16,APC
,,58.9970907,,,,PC
3.1369358,406.5961278,82.7899763,6115.0,0.957772,4.5616,PC
10.1067,589.0,17.1019622,5302.3,0.93,4.4,CP
10.7773,925.0,6.5346715,5424.0,1.33,3.35,PC
2.0205499,361.1637726,11.6700285,3644.0,0.380272,4.79912,PC
1.7056002,424.2232195,7.2011383,3644.0,0.380272,4.79912,PC
9.5021286,1078.778438,8.0149323,5886.2,1.3302799,4.25,APC
24.4466582,1594.5512327,9.8305096,6683.6,2.86532,,PC
11.928945,805.3780383,17.7837633,5834.0,1.38395,4.25,PC
14.9915,1093.0,4.2002507,5709.9,0.91,4.53,PC
1.8439453,157.0898896,24.7373412,3131.0,0.215535,5.05701,KP
1.5659937,394.3844097,3.7779418,3131.0,0.215535,5.05701,KP
13.8379,1117.0,3.5511203,5321.0,0.98,4.42,PC
15.2778,1553.0,2.7754004,5905.0,1.62,4.05,PC
13.766,1256.0,4.0483695,6054.0,1.24,4.3,PC
13.248,907.0,5.0182311,5487.0,1.02,4.41,PC
11.0938,1070.0,3.7257102,5698.0,1.14,4.33,PC
11.7222736,1588.9398662,3.9704457,5840.0,1.89732,3.9,PC
8.18232,945.0,4.2102292,4927.6,0.82,4.52,PC
10.7016592,1278.9368045,5.9839451,5609.0,1.71761,3.96,CP
15.9782,1799.0,3.4843271,7250.0,1.57,4.26,PC
9.79059,871.0,13.1147744,5496.1,1.54,4.04,PC
6.3790962,972.3814218,18.3877081,6382.7,1.76557,4.05,CP
16.4097207,1666.9054026,2.7633917,6511.0,1.43103,4.25,PC
8.60495,1560.0,3.40612,5955.3,1.67,4.06,FP
11.1799,,2.2349708,6305.2,1.57,,PC
3.93465,672.0,24.9341884,5699.0,0.97,4.47,PC
3.6185236,183.0091807,900.1930987,5699.0,0.971675,4.47,PC
3.1039232,923.4952393,7.0056805,5699.0,0.971675,4.47,PC
19.3843075,1006.6890424,17.8683999,7013.0,1.63559,4.2,APC
15.4356,631.0,11.3091849,5817.0,1.25,4.27,PC
11.487382,1412.5995193,6.4827647,6748.0,1.73025,4.12,PC
14.4297,1242.0,3.801591,6051.0,1.01,4.48,FP
6.9705803,1293.8496408,3.2351013,5976.0,1.06446,4.43,PC
17.0437214,1001.2767573,13.7045951,6531.0,1.49611,4.22,PC
3.4842503,2358.2580075,1.1619531,6340.3,1.66089,4.18,APC
8.4380757,667.2848022,1.7262631,3631.4,0.556058,4.69,PC
5.96207,2267.0,1.1203828,6564.4,1.47,4.26,FP
18.4456585,2248.1874488,3.0898836,8828.7,1.63132,4.39,PC
1.35959,846.0,5.904369,4907.0,0.72,4.62,PC
1.86864,574.0,15.1808746,4907.0,0.72,4.62,PC
1.16969,1160.0,1.9803146,4907.0,0.72,4.62,PC
1.6790876,643.7214903,9.56111,4907.0,0.723757,4.62,PC
2.2277479,561.0187018,15.9152686,4718.0,0.821067,4.49012,PC
5.3027904,2032.1990726,0.6332593,5590.0,0.976212,4.45374,FP
14.183,1322.0,2.45457,5565.0,0.97,4.45,CP
29.3148832,1207.2104771,6.8019625,6300.0,1.42268,4.22,APC
15.7288,3053.0,0.67249,6647.0,1.7,4.12,CP
7.6270781,1003.4097296,6.5638575,5873.97,1.08871,4.35182,APC
3.20531,693.0,32.76639,6073.0,1.39,4.21,FA
2.24707,1320.0,1.2680452,5477.0,0.95,4.46,FP
4.4835127,1091.1652269,14.0120582,7184.0,1.58046,4.25,PC
5.5521957,902.0914695,155.8237,7184.0,1.58046,4.25,PC
5.61881,1220.0,5.24612,5286.9,1.76,,FP
14.369,1670.0,6.2099619,6382.0,2.1,3.9,PC
3.05838,2433.0,3.6944323,8153.0,2.11,4.09,FP
11.6656,1586.0,2.2088214,5960.4,1.26,4.27,KP
7.48939,919.0,4.7150942,3798.0,0.57,4.67,PC
11.9137,964.0,7.4972297,5596.2,1.0,4.43,PC
8.78678,1067.0,14.2197641,6115.0,1.83,3.97,PC
10.9403,875.0,7.9980831,5556.0,1.7,3.97,PC
6.15666,1350.0,1.4492052,6004.9,1.12,4.39,APC
10.9933,1165.0,7.7119328,6458.0,1.83,4.03,CP
11.5655979,1272.4603411,2.994263,4784.0,3.22859,,CP
12.2765,537.0,22.6539607,5523.0,1.12,4.33,CP
12.0232332,1297.9266601,9.7728388,5636.8,2.43731,3.66,PC
10.4761821,662.6197999,2.8392793,3642.0,0.54933,4.438,PC
6.06894,1215.0,1.6471574,5027.0,0.73,4.64,FP
8.59148,630.0,0.87741,3495.0,0.62,4.64,FP
3.86968,809.0,3.9471567,4794.0,0.84,4.47,FP
6.72917,1215.0,3.2553185,5927.0,1.25,4.28,PC
10.7065,1094.0,8.3129806,5929.0,2.03,3.86,PC
1.4203085,1314.8062038,1.0526157,4621.0,0.758575,4.54,PC
2.3404732,384.3775426,42.1289893,4621.0,0.758575,4.54,PC
14.0699828,1307.2435081,2.9887654,5639.0,1.12141,4.34,CP
8.72806,,6.0027375,5633.0,1.08,,FP
11.8109,1678.0,3.5985851,6303.0,1.45,4.21,PC
15.1889,1150.0,4.5815438,5525.0,1.07,4.37,PC
19.0204,1137.0,4.4817684,6734.0,1.25,4.41,PC
13.924729,1551.4315362,3.1711207,6140.0,1.45618,4.18,PC
13.5313,1377.0,3.8229149,6166.4,1.21,4.34,PC
13.2544,1635.0,3.7494409,7899.0,1.89,4.16,PC
14.7324849,1444.3395468,3.4580018,6427.8,1.2663,4.35,PC
15.2308,1432.0,3.7146478,5783.0,1.32,4.21,KP
15.146461,1867.7902797,3.1901569,6474.57,1.98958,4.26363,FP
18.3834,1870.0,3.397862,6590.0,1.83,4.05,CP
12.4141,1253.0,3.5838508,5450.0,1.08,4.35,PC
9.10865,,3.0183134,5238.0,0.93,,PC
13.7321,1440.0,4.52074,6050.0,1.49,4.14,CP
16.2589,1290.0,4.6965638,6502.7,1.43,4.25,PC
1.90189,1065.0,4.0266483,5276.5,0.78,4.6,FP
12.6233,1223.0,9.5835608,5781.0,1.91,3.89,PC
5.5521734,524.924579,4.5063838,3477.0,0.493576,4.74303,CP
9.0508641,833.6239348,6.7822781,5225.0,0.882285,4.5,PC
14.1513,1176.0,6.5440665,6232.0,1.76,4.03,CP
12.8342008,1274.3892523,2.5128483,5744.0,0.924044,4.51952,PC
2.5006782,913.1591724,2.2001583,4250.0,0.705729,4.58048,PC
11.48,2122.0,5.547485,7397.0,2.04,4.1,FP
5.4104686,1369.4455626,0.9134495,4791.0,0.771805,,APC
8.0065,1332.0,2.1940608,6054.0,1.04,4.39416,APC
10.0136343,759.6234924,19.9676936,5857.0,1.26949,4.26,PC
14.7142,,15.3617729,5984.0,1.22,4.30752,APC
2.231604,557.2150449,1837.8897313,5256.0,0.795285,4.55251,PC
3.9646898,797.1246051,,6996.0,1.46151,4.29542,PC
6.2876421,197.8803761,739.2389832,5611.0,1.0692,4.37718,PC
9.5710516,256.91938,748.0739416,6762.0,1.37387,4.39031,PC
8.9556287,1018.8300331,,6750.0,1.60572,4.18569,PC
26.827,144.0,48.5340395,5937.0,1.03,4.44855,FP
7.9008,341.0,48.5338626,5937.0,1.03,4.44855,FP
3.29096,1876.0,5.309031,6927.0,1.65,4.18,FP
12.4971,921.0,28.6620782,6280.0,1.72,4.05,FP
4.2647,1367.0,2.34483,6398.0,2.13,3.89,FP
12.0629,491.0,7.2008611,3606.0,0.5,4.74,CP
4.4688,2623.6739175,0.3352715,3332.0,0.3,4.94964,APC
2.6346124,354.6027378,5.7998189,3179.0,0.240233,4.99978,CP
12.4030722,953.6736208,2.3195654,4325.66,0.628365,4.438,APC
14.5431829,1233.5328348,3.5852284,5852.0,1.06725,4.40684,KP
3.80877,809.0,10.3088372,5432.0,0.84,4.56341,PC
21.2028076,1761.6794429,3.5539283,6184.0,2.0085199,3.9042,KP
15.3999,1656.0,5.0316347,6350.0,2.16,3.87,KP
16.758883,1443.2894048,1.306188,5489.0,0.820181,4.59342,KP
10.7299795,768.0533689,5.5080682,4790.0,0.740113,4.58765,KP
2.629079,777.2060824,16.3413889,5991.11,1.12506,4.37711,CP
14.3694,1581.0,4.627664,6727.6,1.55,4.22,KP
2.30502,500.0,23.5199045,4566.4,0.67,4.93,PC
1.1359985,629.8978948,7.7565534,4566.4,0.672062,4.93,PC
14.877,1715.0,3.3311975,6605.0,1.33,4.33,PC
8.1147,1735.0,1.1736318,6033.7,1.93,3.92,APC
4.985,1613.0,1.2043785,6595.0,1.38,4.3,PC
22.4042,1060.0,11.5738497,5782.0,1.61,4.04,APC
,795.9675881,10.090259,5454.42,,3.44247,PC
7.55444,993.0,8.6251769,5484.0,1.08,4.35,PC
3.8394,1205.0,4.8714085,5484.0,1.08,4.35,PC
20.7884,944.0,5.2524792,5728.0,1.27,4.24,APC
5.37039,1496.0,1.6804461,5695.0,1.04,4.41,PC
6.2303216,1534.0120939,5.7517969,6510.3,1.97616,3.97,PC
9.54792,2222.0,0.5109902,6095.0,1.53,4.13,FP
4.10761,2228.0,1.2709769,6296.0,1.17,4.39,PC
3.52758,1473.0,3.66275,6150.0,1.22,4.33,PC
12.2608,1047.0,7.0924883,6493.0,1.58,4.17,PC
13.1558,1361.0,1.1258127,6423.0,1.24,4.36,FP
18.5118,1802.0,5.1858,6130.0,2.7,3.64,PC
23.183789,1435.559122,4.534451,6421.5,1.47459,4.19,FP
15.1752,862.0,22.84518,5963.1,1.57,4.08,FP
10.9408,1230.0,5.4566563,5674.8,1.72,4.04,CP
10.0104,1016.0,3.587158,6495.7,1.75,4.26,PC
11.7392,601.0,61.6277,5581.0,1.07,4.16,CP
12.2562719,1235.0753497,2.4238226,5410.0,0.93,4.47919,KP
1.77725,2547.0,0.7460577,6162.0,1.13,4.4,PC
20.982,1104.0,8.493027,6287.0,1.41,4.23,FP
,1449.0,3.4559382,9290.0,,4.08,PC
6.70217,1836.0,1.4711386,6514.0,2.19,3.88,PC
23.5198,1505.0,2.682814,8528.0,5.28,,PC
3.32507,1336.0,3.817421,6033.7,1.02,4.47,APC
6.81631,432.0,16.2709828,4811.0,0.87,4.45,APC
9.20389,1846.0,3.6039259,7080.0,3.05,3.67,PC
21.0528,588.0,5.73436,4405.0,0.86,4.41,FP
11.1924,2009.0,4.1554362,6352.0,3.53,3.44,PC
1.9840882,455.6136246,13.4758478,4111.0,0.618173,4.6461,CP
16.1323,785.0,5.3376282,4825.0,3.5,,PC
18.8835,,6.0210332,7668.0,1.93,,PC
18.5228447,1367.7499655,7.234064,6770.0,1.73783,4.11942,APC
9.7055757,681.5974916,45.5221456,6303.91,1.61034,4.11765,CP
12.1826517,323.8830195,29.0902271,3854.0,0.617863,4.63619,CP
11.7679183,972.9644217,10.0205998,6038.0,1.27527,4.35513,KP
12.5182693,1265.7755651,3.0566277,5735.0,1.03865,4.41,KP
15.437,1676.0,1.3666563,5790.4,1.02,4.44,KP
16.7675,1587.0,1.6091845,6393.0,1.43,4.24,KP
12.3434,1761.0,3.8404319,5909.0,2.04,4.42,KP
17.0257,1597.0,4.3247708,6457.0,2.13,3.9,KP
12.8433,687.0,5.72226,4233.2,0.73,4.64,KP
12.3182,925.0,9.6246665,5473.0,1.2,4.26,KP
20.3433,1735.0,5.4774433,6942.0,2.09,3.94,KP
12.8031,1527.0,3.65688,6239.0,1.53,4.15,KP
12.7595,1138.0,4.1536624,5818.8,1.09,4.24,KP
12.7393,1059.0,8.1587261,5600.0,1.0,4.50501,KP
13.3752,1087.0,5.4161129,5652.0,1.1,4.36,KP
9.95177,1125.0,7.8181434,5549.0,1.64,4.0,KP
13.4237,1507.0,5.4053583,6410.0,1.59,4.14,KP
13.011038,1330.3337928,3.3489038,5711.0,1.2295901,4.27,KP
13.6314528,1333.3240765,5.0052605,6115.0,1.46701,4.16703,KP
16.4012,1825.0,1.8468345,6352.0,1.36,4.27,KP
21.0498466,1428.2108779,3.2440454,5703.0,1.38951,4.16,KP
2.4536347,765.3931102,3.8266587,4175.0,0.716312,4.54,PC
3.21883,690.0,9.2292078,4406.0,0.77,4.50428,CP
5.95763,356.0,95.8531625,4406.0,0.77,4.50428,CP
13.9432645,1377.4020358,2.7884723,5833.0,1.12956,4.35385,KP
2.1705803,379.2777558,7.8519082,3384.0,0.34388,4.87998,CP
18.6317683,617.9412206,14.1502269,4882.0,0.873952,4.45655,APC
27.5079498,2029.0310837,1.4821845,6835.31,1.31284,4.37191,FP
13.9977478,1403.6558119,1.4013784,4984.0,0.934977,4.41028,KP
1.57606,623.0,18.5537012,5346.2,0.8,4.6,PC
0.808552,794.0,9.695961,5346.2,0.8,4.6,PC
13.7703405,1363.7991993,2.4706114,5854.0,1.01613,4.45,KP
2.85973,767.0,18.2616878,5674.0,0.94,4.49483,CP
1.5550304,374.0815959,9.3004351,3472.0,0.363966,4.86042,PC
12.1387,888.0,8.71546,5395.0,1.06,4.36,PC
13.4708551,1174.4675265,6.9444047,6104.5,1.41945,4.19,PC
13.5659,1434.0,5.5436298,6510.0,1.81,4.05,PC
9.57594,1062.0,4.0197555,5216.0,0.94,4.44,CP
6.07841,1227.0,0.659752,5832.0,1.25,4.26,FP
12.9307,874.0,17.1869882,6049.7,2.05,3.87,APC
14.4892,1186.0,5.74984,6046.0,1.08,4.42,PC
10.7741,810.0,5.1750108,5177.0,0.89,4.48,CP
10.7493,1435.0,3.36376,5713.3,1.27,4.24,PC
1.741587,344.3778811,5.433729,3139.0,0.214,5.04944,CP
5.24953,824.0,12.6826724,5851.0,1.04,4.43,PC
12.907,1253.0,4.8984239,5774.0,1.29,4.23,PC
26.9739777,2879.9468214,1.1792344,6127.1,2.6058199,3.67,FP
11.2448,805.0,13.3368173,5517.0,1.2,4.26,CP
8.01917,755.0,4.31362,4929.5,0.8,0.1,CP
17.7265,789.0,6.1600755,5669.0,1.19,4.29,PC
9.3708418,1449.2615097,3.1821969,5672.5,1.3954,4.4,PC
16.6532667,935.0496086,1.6766585,4155.0,0.622666,4.66247,APC
11.4881336,953.9700813,1.332532,3947.0,0.594491,4.65587,PC
15.2547692,1679.9751444,4.90969,6606.0,2.09179,3.93691,KP
